1960,68.8197561  
1961,68.84414634 
1962,68.57780488 
1963,69.01268293 
1964,69.22097561 
1965,68.97780488 
1966,69.47707317 
1967,69.66658537 
1968,69.61634146 
1969,69.50341463 
1970,70.1795122  
1971,70.01756098 
1972,70.70731707 
1973,71.22365854 
1974,71.13487805 
1975,71.67365854 
1976,71.81292683 
1977,72.3502439  
1978,72.89707317 
1979,73.15536585 
1980,73.44
1981,73.74658537 
1982,74.29804878 
1983,74.20097561 
1984,74.51902439 
1985,74.22292683 
1986,74.56
1987,74.59195122 
1988,74.57707317 
1989,74.79219512 
1990,74.81317073 
1991,75.22756098 
1992,75.45536585 
1993,75.70512195 
1994,76.39560976 
1995,76.4095122  
1996,76.69341463 
1997,76.87853659 
1998,77.09073171 
1999,77.29121951 
2000,77.46585366 
2001,77.96585366 
2002,78.1195122  
2003,78.36829268 
2004,78.71463415 
2005,78.81707317 
2006,79.21463415 
2007,79.26341463 
2008,79.56829268 
2009,79.7195122  
2010,79.87073171 
2011,80.47073171 
2012,80.62682927 
2013,80.97560976 
2014,81.1804878  
2015,81.38536585
